# english	es-ES
%changeType% - The type of change (Changed, Created, Deleted)	%changeType% - El tipo de cambio (Cambiado, Creado, Eliminado)
%counter% - Global usage counter for reward	%counter% - Contador global de uso de la recompensa
%empty% - If the file is now empty	%empty% - Si el archivo ahora está vacío
%fileName% - The file name with extension	%fileName% - El nombre del archivo con extensión
%fullPath% - The full path to the file	%fullPath% - La ruta completa del archivo
%line#% - The specifc line of the file, 0 based index, 0 is the first line	%line#% - La línea específica del archivo, índice basado en 0, 0 es la primera línea
%lineEscaped#% - The line escaped for use in a url query	%lineEscaped#% - La línea escapada para usar en una consulta de URL
%lines% - The number of lines in the file	%lines% - El número de líneas en el archivo
%randomUser0% - Random active user's display name	%randomUser0% - Nombre para mostrar de un usuario activo aleatorio
%randomUser1% - Random active user's display name	%randomUser1% - Nombre para mostrar de un usuario activo aleatorio
%randomUserName0% - Random active user's login name	%randomUserName0% - Nombre de inicio de sesión de un usuario activo aleatorio
%randomUserName1% - Random active user's login name	%randomUserName1% - Nombre de inicio de sesión de un usuario activo aleatorio
%rawInput% - UNSANITIZED input from redemption	%rawInput% - Entrada NO DEPURADA del canje
%timedoutUser0% - Timed out user's display name	%timedoutUser0% - Nombre para mostrar del usuario con timeout
%timedoutUserName0% - Timed out user's login name	%timedoutUserName0% - Nombre de inicio de sesión del usuario con timeout
%user% - Display name of User who used reward	%user% - Nombre para mostrar del usuario que usó la recompensa
%userCounter% - Usage counter for user who used reward	%userCounter% - Contador de uso del usuario que usó la recompensa
%userName% - Login of user who used reward	%userName% - Inicio de sesión del usuario que usó la recompensa
Switch Case	Caso de Switch
Tags (Maximum of 10)	Etiquetas (máximo 10)
Tags are case insensitive.	Las etiquetas no distinguen mayúsculas de minúsculas.
Take control of your avatar, receive events or control features.	Toma el control de tu avatar, recibe eventos o controla funciones.
Team Member	Miembro del equipo
Terms of Service	Términos de servicio
Text to Speech	Texto a voz
Text to Write	Texto a escribir
Thank You	Gracias
Thank you to the following supporters on Patreon:	Gracias a los siguientes seguidores en Patreon:
The Elgato CameraHub integration requires a minimum CameraHub version of 2.0.0.5721	La integración de Elgato CameraHub requiere una versión mínima de CameraHub de 2.0.0.5721
The Elgato WaveLink integration only supports WaveLink version 2.x, it will not work with 3.x	La integración de Elgato WaveLink solo admite la versión 2.x de WaveLink; no funcionará con 3.x
The UUID for this instance of Streamer.bot	El UUID de esta instancia de Streamer.bot
The clip ID can contain either a specific id for a clip, or a %variable% that will be parsed.  This can also only get URLs for your own clips.	El ID del clip puede contener un ID específico de un clip o un %variable% que se analizará. Esto también solo puede obtener URL de tus propios clips.
The confidence the speech engine must have in its recognition	La confianza que el motor de voz debe tener en su reconocimiento
The core of Streamer.bot	El núcleo de Streamer.bot
The count can contain a specific number, or a %variables% that will be parsed	El conteo puede contener un número específico o un %variables% que se analizará
The current value of the sub counter	El valor actual del contador de suscripciones
The defacto standard for streaming	El estándar de facto para la transmisión
The default volume applied to the Play Sound sub-actions and C# methods	El volumen predeterminado aplicado a las subacciones de reproducir sonido y a los métodos de C#
The endpoint Speaker.bot uses, default is /	El punto de conexión que usa Speaker.bot, el valor predeterminado es /
The endpoint that the WebSocket server listens on	El punto de conexión en el que escucha el servidor WebSocket
The field above must contain the %variable% that will contain the quote to be added.	El campo anterior debe contener el %variable% que contendrá la cita a agregar.
The file to write the sub-counter data to	El archivo en el que se escribirán los datos del contador de suscripciones
The folder to save backups to	La carpeta donde guardar las copias de seguridad
The folder to write logs to	La carpeta donde escribir los registros
The global cooldown for the command	El enfriamiento global del comando
The heart of Streamer.bot, Actions are what defines what can happen and when	El corazón de Streamer.bot; las acciones definen qué puede ocurrir y cuándo
The locale to use for speech recognition	El locale a usar para el reconocimiento de voz
The logging level being used, this is locked to verbose in non-stable versions	El nivel de registro en uso; está bloqueado a verbose en versiones no estables
The minimum number of emotes required before starting to track a pyramid	El número mínimo de emoticonos requeridos antes de empezar a rastrear una pirámide
The name of this Streamer.bot instance	El nombre de esta instancia de Streamer.bot
The output template to use when writing to the file specified above	La plantilla de salida a usar al escribir en el archivo especificado anteriormente
The password required for authentication	La contraseña requerida para la autenticación
The pinned message will be updated to last until stream ends	El mensaje fijado se actualizará para durar hasta que termine la transmisión
The slot can contain a number, typically between 1 and 6, or a %variable% that will be parsed.	La ranura puede contener un número, normalmente entre 1 y 6, o un %variable% que se analizará.
The time interval can also be set to a random value within a range, this random value is updated everytime the action is run.	El intervalo de tiempo también se puede configurar a un valor aleatorio dentro de un rango; este valor aleatorio se actualiza cada vez que se ejecuta la acción.
The user cooldown for the command	El enfriamiento del usuario para el comando
The user id can contain either a specific user's id, or a %variable% that will be parsed	El ID de usuario puede contener el ID de un usuario específico o un %variable% que se analizará
The user login and group name can contain either a specific user's login, or a %variables% that will be parsed	El inicio de sesión del usuario y el nombre del grupo pueden contener el inicio de sesión de un usuario específico o un %variables% que se analizará
The user login can contain either a specific user's login, or a %variable% that will be parsed	El inicio de sesión del usuario puede contener el inicio de sesión de un usuario específico o un %variable% que se analizará
The user login can contain either a specific user's login, or a %variable% that will be parsed.  Some examples of variables to use are: %broadcastUser%, %user%, %input0%	El inicio de sesión del usuario puede contener el inicio de sesión de un usuario específico o un %variable% que se analizará. Algunos ejemplos de variables a usar son: %broadcastUser%, %user%, %input0%
The user login can contain either a specific user's login, or a %variable% that will be parsed.  Some examples of variables to use are: %user%, %targetUser%, %input0%	El inicio de sesión del usuario puede contener el inicio de sesión de un usuario específico o un %variable% que se analizará. Algunos ejemplos de variables a usar son: %user%, %targetUser%, %input0%
The user login can contain either a specific user's login, or a %variables% that will be parsed	El inicio de sesión del usuario puede contener el inicio de sesión de un usuario específico o un %variables% que se analizará
There is an update available!	¡Hay una actualización disponible!
There was an error trying to initialize WebView	Hubo un error al intentar inicializar WebView
This Instance	Esta instancia
This SubAction will allow you to set the value of an argument.  These are the %variables% you use in other SubActions	Esta subacción te permitirá establecer el valor de un argumento. Estos son los %variables% que usas en otras subacciones
This SubAction will let you get a global variable and add it to the arguments that are passed along to other SubActions	Esta subacción te permitirá obtener una variable global y agregarla a los argumentos que se pasan a otras subacciones
This SubAction will set the value of either an argument to the value, or a global variable from an argument, or to the value specified	Esta subacción establecerá el valor de un argumento al valor, o una variable global desde un argumento, o al valor especificado
This feature is very experimental, and I need feedback on it, for options, capabilities, etc.	Esta función es muy experimental y necesito tus comentarios sobre opciones, capacidades, etc.
This labs feature will, on close, write to a database any outstanding pending actions, pending actions are actions that have not yet run, and are waiting to run, either because they're in a blocking queue, or a queue that is paused.	Esta función de laboratorio, al cerrar, escribirá en una base de datos cualquier acción pendiente sin resolver; las acciones pendientes son acciones que aún no se han ejecutado y esperan ejecutarse, ya sea porque están en una cola bloqueante o en una cola pausada.
This requires the Enable MCP Deck to be checked in your Stream Deck preferences.	Esto requiere que se marque Habilitar MCP Deck en las preferencias de tu Stream Deck.
This sub-action requires the `Hybrid MP4 [BETA](.mp4)` recording format to be selected within OBS.	Esta subacción requiere que se seleccione el formato de grabación `Hybrid MP4 [BETA](.mp4)` dentro de OBS.
This will allow you to start a raid to the user login that is specified in the above text box. Variables are supported.	Esto te permitirá iniciar un raid al inicio de sesión del usuario especificado en el cuadro de texto anterior. Se admiten variables.
This will hide all filters for a given source that are currently visible.	Esto ocultará todos los filtros actualmente visibles de una fuente determinada.
This will hide all sources within a group that are currently visible.	Esto ocultará todas las fuentes actualmente visibles dentro de un grupo.
This will hide all sources within a scene that are currently visible.	Esto ocultará todas las fuentes actualmente visibles dentro de una escena.
This will make the scene your active scene in OBS Studio	Esto hará que la escena sea tu escena activa en OBS Studio
This will make the scene your active scene in Streamlabs Desktop	Esto hará que la escena sea tu escena activa en Streamlabs Desktop
This will only show Execute C# Code subactions that have a name.	Esto solo mostrará las subacciones Ejecutar código C# que tengan un nombre.
This will pick a random filter within the selected source and make it visible or hidden, or toggle its state.	Esto elegirá un filtro aleatorio dentro de la fuente seleccionada y lo hará visible u oculto, o alternará su estado.
This will pick a random source within the selected group and make it visible, if all items are visible, it will do nothing.	Esto elegirá una fuente aleatoria dentro del grupo seleccionado y la hará visible; si todos los elementos son visibles, no hará nada.
This will pick a random source within the selected scene and make it visible, if all items are visible, it will do nothing.	Esto elegirá una fuente aleatoria dentro de la escena seleccionada y la hará visible; si todos los elementos son visibles, no hará nada.
This will prevent the Variable Viewer window from appearing in any form of window/screen capturing	Esto evitará que la ventana del visor de variables aparezca en cualquier forma de captura de ventana/pantalla
This will rotate your source around its alignment position.  By default OBS sets this to TopLeft, ideally you want this set to Center, this can be changed by editing your source's transform in OBS	Esto rotará tu fuente alrededor de su posición de alineación. Por defecto OBS lo establece en ArribaIzquierda; idealmente quieres que esté en Centro; esto se puede cambiar editando la transformación de tu fuente en OBS
This will rotate your source around its alignment position.  By default this is TopLeft, ideally you want this set to Center, this can be changed by editing your source's transform in Streamlabs Desktop	Esto rotará tu fuente alrededor de su posición de alineación. Por defecto es ArribaIzquierda; idealmente quieres que esté en Centro; esto se puede cambiar editando la transformación de tu fuente en Streamlabs Desktop
Throwing System	Throwing System
Time in Seconds (double, required)	Tiempo en segundos (doble, obligatorio)
Timed Actions ({0})	Acciones temporizadas ({0})
Timed actions can have either an interval set, where they will occur every X seconds, or a line count set, where they will occur every Y lines.	Las acciones temporizadas pueden tener un intervalo configurado, donde ocurrirán cada X segundos, o un conteo de líneas configurado, donde ocurrirán cada Y líneas.
Timeout Exempt	Exento de timeout
Tint All	Teñir todo
Title (required)	Título (obligatorio)
Title, Prompt and Original Text all support variables.	El título, la solicitud y el texto original admiten variables.
To not set a value for any of the options,, just leave the field empty	Para no establecer un valor para ninguna de las opciones, solo deja el campo vacío
Toast Id	ID de Toast
Track Top	Rastrear parte superior
Trigger	Disparador
Trigger Name	Nombre del disparador
Twitch Bot Whisper	Susurro del bot de Twitch
Twitch Custom Power-Ups are a beta feature that not everyone has access to.	Los potenciadores personalizados de Twitch son una función beta a la que no todos tienen acceso.
Twitch Message	Mensaje de Twitch
Twitch Resubscription Message	Mensaje de resuscripción de Twitch
Twitch Shared Chat	Chat compartido de Twitch
Twitch Whisper	Susurro de Twitch
Twitch is not Connected	Twitch no está conectado
Type	Tipo
UCD	UCD
UDP Port	Puerto UDP
UDP Server	Servidor UDP
Until stream ends	Hasta que termine la transmisión
Up to Date	Actualizado
Update All Actions To Use Default	Actualizar todas las acciones para usar el valor predeterminado
Update Available	Actualización disponible
Update Available!	¡Actualización disponible!
Update Interval	Intervalo de actualización
Updating your YouTube stream information is an expensive call, please use this sparingly.	Actualizar la información de tu transmisión de YouTube es una llamada costosa; úsala con moderación.
Use Args	Usar argumentos
Use Filename	Usar nombre de archivo
Use Monaco Editor	Usar el editor Monaco
Use System Default	Usar el valor predeterminado del sistema
Use the System Default audio device when the selected device above is not found	Usa el dispositivo de audio predeterminado del sistema cuando no se encuentre el dispositivo seleccionado anteriormente
Use the feature rich Monaco Editor for editing your C# code	Usa el editor Monaco con muchas funciones para editar tu código C#
Use the variable that contains the Id, for example %msgId%	Usa la variable que contiene el ID, por ejemplo %msgId%
User Cooldown	Enfriamiento del usuario
User ID	ID de usuario
User Id	ID de usuario
User Information	Información de usuario
User Input Required	Se requiere entrada del usuario
User Interface	Interfaz de usuario
User Login	Inicio de sesión del usuario
User Name	Nombre de usuario
User Present (spoke)	Usuario presente (habló)
Username	Nombre de usuario
Using this you can send a UDP broadcast packet which will contain the data you enter in payload.	Con esto puedes enviar un paquete de difusión UDP que contendrá los datos que ingreses en la carga útil.
VTube Studio is Not Connected!	¡VTube Studio no está conectado!
Value	Valor
Variable Masking	Enmascaramiento de variables
Variable Name	Nombre de la variable
Variable Name or Value can be a fixed value, or a parsed value, using variables and/or inline functions	El nombre o valor de la variable puede ser un valor fijo o un valor analizado, mediante variables y/o funciones integradas
Variable Name to Use (if empty, fileExists is used)	Nombre de variable a usar (si está vacío, se usa fileExists)
Variable Name to Use (if empty, folderExists is used)	Nombre de variable a usar (si está vacío, se usa folderExists)
Variable Name to Use (if empty, line is used)	Nombre de variable a usar (si está vacío, se usa line)
Variable Prefix	Prefijo de variable
Variable Value	Valor de la variable
Variables	Variables
Variables that contain these words will have their values masked with * in the following areas:	Las variables que contengan estas palabras tendrán sus valores enmascarados con * en las siguientes áreas:
Vendor Name	Nombre del proveedor
Video Enabled (boolean)	Video habilitado (booleano)
Video Name	Nombre del video
Video Name can be a fixed value or a parsed value using variables and/or inline functions.	El nombre del video puede ser un valor fijo o un valor analizado mediante variables y/o funciones integradas.
View Count	Conteo de vistas
View Notes	Ver notas
View a list of what Voice Control has been hearing	Ver una lista de lo que el control por voz ha estado escuchando
View and modify your streaming platform settings	Ver y modificar la configuración de tu plataforma de transmisión
Viewers	Espectadores
Viewers Tab	Pestaña de espectadores
Voice Alias	Alias de voz
Voice Control	Control por voz
Voice Control related settings	Configuración relacionada con el control por voz
Voice ID	ID de voz
Voice Name	Nombre de voz
Voice Name can be a fixed value or a parsed value using variables and/or inline functions.	El nombre de voz puede ser un valor fijo o un valor analizado mediante variables y/o funciones integradas.
VoiceId can be a fixed value or a parsed value using variables and/or inline functions.	VoiceId puede ser un valor fijo o un valor analizado mediante variables y/o funciones integradas.
VoiceMod is Not Connected!	¡VoiceMod no está conectado!
Volume (number)	Volumen (número)
Wait maximum	Esperar máximo
Want to try out experimental features, can enable them here	¿Quieres probar funciones experimentales? Puedes habilitarlas aquí
WebSocket Server	Servidor WebSocket
Websocket Client	Cliente WebSocket
Websocket Clients	Clientes WebSocket
Websocket Clients ({0})	Clientes WebSocket ({0})
Websocket Server	Servidor WebSocket
Websocket Servers ({0})	Servidores WebSocket ({0})
Weight can be a fixed value, or a parsed value, using variables and/or inline functions, and the resulting value needs to be a double or number	El peso puede ser un valor fijo o un valor analizado, mediante variables y/o funciones integradas, y el valor resultante debe ser un doble o número
Weighted Value	Valor ponderado
Wether or not to enforce authentication for all requests, or just priviledged	Si se debe exigir autenticación para todas las solicitudes, o solo para las privilegiadas
What sources are enabled by default	Qué fuentes están habilitadas por defecto
When Streamer.bot is started, if this cache file is present, it will auto load in any actions that have been cached, as well as pause the queue that they belong to. In addition, an argument will be added, wasCached, this will be set to true; during normal operation, this variable will not exist.	Cuando se inicia Streamer.bot, si este archivo de caché está presente, cargará automáticamente las acciones que se hayan guardado en caché y pausará la cola a la que pertenecen. Además, se agregará un argumento, wasCached, que se establecerá en verdadero; durante la operación normal, esta variable no existirá.
When a Live broadcast is detected automatically start monitoring it	Cuando se detecte una transmisión en vivo, iniciar automáticamente el monitoreo
When adding an If/Else SubAction, two groups, called True Result and False Result, will automatically be added underneath the SubAction.	Al agregar una subacción If/Else, se agregarán automáticamente dos grupos, llamados resultado verdadero y resultado falso, debajo de la subacción.
When closing Streamer.bot, ask if you really meant to close it	Al cerrar Streamer.bot, preguntar si realmente querías cerrarlo
When closing Streamer.bot, it will goto the Tray Icons, using close in the Tray Menu will close Streamer.bot	Al cerrar Streamer.bot, irá a los iconos de la bandeja; usar cerrar en el menú de la bandeja cerrará Streamer.bot
When enabled, actions in this queue will be run in sequence, each action waits for the previous one to complete before running.	Cuando está habilitado, las acciones de esta cola se ejecutarán en secuencia; cada acción espera a que la anterior se complete antes de ejecutarse.
When enabled, if queued in a queue that is paused, this action will ignore that pause state and immediately run.	Cuando está habilitado, si se pone en cola en una cola pausada, esta acción ignorará ese estado de pausa y se ejecutará inmediatamente.
When enabled, will prevent this action from showing in the Action Queue Pending/History tabs, this should be enabled for Actions that have high volume Triggers on them.	Cuando está habilitado, evitará que esta acción aparezca en las pestañas de pendientes/historial de la cola de acciones; esto debe habilitarse para acciones con disparadores de alto volumen.
When enabled, will run a random top-level sub-action.	Cuando está habilitado, ejecutará una subacción de nivel superior aleatoria.
When enabled, will run all top-level sub-actions at the same time.	Cuando está habilitado, ejecutará todas las subacciones de nivel superior al mismo tiempo.
When minimizing Streamer.bot, it will goto the Tray Icons	Al minimizar Streamer.bot, irá a los iconos de la bandeja
When random type is Next Float, a decimal number (upto 17 decimal precision) will be picked and added to the arguments as %randomFloat%, this number will also be added as a percentage value (with no decimals) as %randomPercent%	Cuando el tipo aleatorio es Next Float, se elegirá un número decimal (hasta 17 decimales) y se agregará a los argumentos como %randomFloat%; este número también se agregará como valor de porcentaje (sin decimales) como %randomPercent%
When random type is between, a number between the 2 values you set will be added into the arguments at %randomNumber%	Cuando el tipo aleatorio es entre, se agregará a los argumentos un número entre los 2 valores que estableciste, en %randomNumber%
When starting Streamer.bot, the Chat window will automatically open	Al iniciar Streamer.bot, la ventana de chat se abrirá automáticamente
When starting Streamer.bot, the Event Feed window will automatically open	Al iniciar Streamer.bot, la ventana del feed de eventos se abrirá automáticamente
Where to add a duplicated sub-action	Dónde agregar una subacción duplicada
Whether or not shared chat will be able to participate in creating/breaking Pyramids	Si el chat compartido podrá participar en crear/romper pirámides
Whether or not the Action is enabled	Si la acción está habilitada
Whether or not the WebSocket server requires authentication to connect	Si el servidor WebSocket requiere autenticación para conectarse
Whether or not the command is case sensitive	Si el comando distingue mayúsculas de minúsculas
Whether or not this action, when queued will always run, regardless if the queue is paused	Si esta acción, cuando está en cola, se ejecutará siempre, sin importar si la cola está pausada
Whether or not to exclude the action from appearing in the Action Queue or Action History pages	Si excluir la acción de aparecer en las páginas de cola de acciones o historial de acciones
Whether or not to ignore Gift Subs from Gift Bombs	Si ignorar las suscripciones de regalo de las bombas de regalo
Whether or not to ignore messages that come from the logged in bot account for the service	Si ignorar los mensajes que provienen de la cuenta de bot iniciada para el servicio
Whether or not to ignore messages that originate from Streamer.bot	Si ignorar los mensajes que se originan en Streamer.bot
Whether or not to include the command in the command list sub-action	Si incluir el comando en la subacción de lista de comandos
Whether or not to include your authentication keys in the backup	Si incluir tus claves de autenticación en la copia de seguridad
Whether or not to log any speech to text dication	Si registrar cualquier dictado de voz a texto
Whether or not to pick a random top level sub-actions to only run	Si elegir una subacción de nivel superior aleatoria para ejecutar solo esa
Whether or not to save counters to disk	Si guardar los contadores en el disco
Whether or not to save user counters to disk	Si guardar los contadores de usuario en el disco
Whether or not to the switch case should be case sensitive	Si el caso del switch debe distinguir mayúsculas de minúsculas
Whether or not to use realtime data from Twitch, or artificial data	Si usar datos en tiempo real de Twitch o datos artificiales
Whether or not top level sub-actions run concurrently	Si las subacciones de nivel superior se ejecutan simultáneamente
Whether to handle BetterTTV emotes	Si manejar los emoticonos de BetterTTV
Whether to handle FrankerFaceZ emotes	Si manejar los emoticonos de FrankerFaceZ
Whether to handle Seven TV emotes	Si manejar los emoticonos de Seven TV
White Balance	Balance de blancos
White Balance Tint	Matiz del balance de blancos
Why donate?	¿Por qué donar?
Will reset all delete confirmations so they are asked again when deleting items	Restablecerá todas las confirmaciones de eliminación para que se vuelvan a preguntar al eliminar elementos
Will reset the integrations tab back to original	Restablecerá la pestaña de integraciones a su estado original
Will reset the navigation panel to default, a restart is required	Restablecerá el panel de navegación a su valor predeterminado; se requiere reiniciar
Window Options	Opciones de ventana
Winning Index	Índice ganador
Working Directory	Directorio de trabajo
You are currently not subscribed to Patreon, subscribe on Patreon to the Thank You tier or higher and get access to Cloud Backups and more!	Actualmente no estás suscrito a Patreon; suscríbete en Patreon al nivel Thank You o superior y obtén acceso a copias de seguridad en la nube y más.
You can add multiple Case groups under the Switch SubAction, and order matters.	Puedes agregar varios grupos de Case bajo la subacción Switch, y el orden importa.
You can either set a static description, and/or use variables to set a description.	Puedes establecer una descripción estática y/o usar variables para establecer una descripción.
You can either set a static title, and/or use variables to set a title	Puedes establecer un título estático y/o usar variables para establecer un título
You can either set a static title, and/or use variables to set a title.	Puedes establecer un título estático y/o usar variables para establecer un título.
You can either set a static title/description, and/or use variables to set a title/description.	Puedes establecer un título/descripción estáticos y/o usar variables para establecer un título/descripción.
You can enter a %variable% in either field, or a number.  The value is in milliseconds.	Puedes ingresar un %variable% en cualquiera de los campos, o un número. El valor está en milisegundos.
You can get the ButtonID from the StreamDeck Application, and Image/State supports variables. State is optional	Puedes obtener el ButtonID de la aplicación StreamDeck, e Imagen/Estado admite variables. El estado es opcional
You can get the ButtonID from the StreamDeck Application, and State supports variables.	Puedes obtener el ButtonID de la aplicación StreamDeck, y el Estado admite variables.
You can get the ButtonID from the StreamDeck Application, and Title/State supports variables.  State is optional.	Puedes obtener el ButtonID de la aplicación StreamDeck, y Título/Estado admite variables. El estado es opcional.
You can get the ButtonID from the StreamDeck Application, and Value supports variables.	Puedes obtener el ButtonID de la aplicación StreamDeck, y el Valor admite variables.
You can get the ButtonID from the StreamDeck Application.	Puedes obtener el ButtonID de la aplicación StreamDeck.
You can set the status of a redemption using this action, and the usual caveat, the reward must have been created by CPH for it to modify the status of redemptions.	Puedes establecer el estado de un canje con esta acción y, con la advertencia habitual, la recompensa debe haber sido creada por CPH para que modifique el estado de los canjes.
You can specify a default value to use if the variable is not found, if a default value is set, and the variable is not found, it will also set the variable to this value	Puedes especificar un valor predeterminado a usar si no se encuentra la variable; si se establece un valor predeterminado y no se encuentra la variable, también la establecerá en este valor
You can use the above entry for variables, or set a specific category, change the Source to pick from Kick's category list	Puedes usar la entrada anterior para variables o establecer una categoría específica; cambia la fuente para elegir de la lista de categorías de Kick
You can use the above entry for variables, or set a specific game, change the Source to pick from Twitch's list	Puedes usar la entrada anterior para variables o establecer un juego específico; cambia la fuente para elegir de la lista de Twitch
You can use variable in the text, for example, %targetUser% to set the text to the target's name, if an Add Target Info action exists in the actions.	Puedes usar variables en el texto, por ejemplo, %targetUser% para establecer el texto al nombre del objetivo, si existe una acción Agregar información del objetivo en las acciones.
You can use variables in the source, for example %targetUserProfileImageUrl% if you want the browser source set to the target user's profile image, if an Add Target info action is in the actions.	Puedes usar variables en la fuente, por ejemplo %targetUserProfileImageUrl% si quieres que la fuente de navegador se configure a la imagen de perfil del usuario objetivo, si hay una acción Agregar información del objetivo en las acciones.
You can use variables in the source, for example %targetUserProfileImageUrl% if you want the image or media source set to the target user's profile image, if an Add Target info action is in the actions.	Puedes usar variables en la fuente, por ejemplo %targetUserProfileImageUrl% si quieres que la fuente de imagen o medios se configure a la imagen de perfil del usuario objetivo, si hay una acción Agregar información del objetivo en las acciones.
You can use variables, or a fixed value, including nothing to set a description for the stream marker.	Puedes usar variables o un valor fijo, incluso nada, para establecer una descripción para el marcador de transmisión.
YouTube Message	Mensaje de YouTube
Your Kick account is linked on Streamer.bot	Tu cuenta de Kick está vinculada en Streamer.bot
Your Kick connection on the website has expired, this is required, click here to reconnect	Tu conexión de Kick en el sitio web ha expirado; esto es necesario, haz clic aquí para reconectar
Your YouTube broadcasts	Tus transmisiones de YouTube
Your stream, your rules—made better with Streamer.bot	Tu transmisión, tus reglas: mejoradas con Streamer.bot
Your support helps keep Streamer.bot free for everyone, and shows your appreciation for the hard work that goes into maintaining and improving the application.	Tu apoyo ayuda a mantener Streamer.bot gratuito para todos y muestra tu aprecio por el duro trabajo que implica mantener y mejorar la aplicación.
Your support helps maintain continued development and ongoing improvements to Streamer.bot, ensuring it remains a powerful tool for streamers like you.	Tu apoyo ayuda a mantener el desarrollo continuo y las mejoras constantes de Streamer.bot, garantizando que siga siendo una herramienta poderosa para streamers como tú.
channel points	puntos de canal
on the	en el
per Stream	por transmisión
per User per Stream	por usuario por transmisión
raids,	raids,
seconds for exit	segundos para salir
set to 0 to disable	pon 0 para deshabilitar
tier or higher on Patreon.	nivel o superior en Patreon.
total viewers	espectadores totales
website.	sitio web.
{0} ({1})	{0} ({1})
{0} Supporter	{0} seguidor
{0} is NOT connected!	¡{0} NO está conectado!
{0} minute(s)	{0} minuto(s)
